bigram	frequency	relative frequency	mutual information
find out	10.0	0.0001470026166465763	0.0014505015040284686
and went	10.0	0.0001470026166465763	-0.000323716043029095
the floor	10.0	0.0001470026166465763	-0.0006468894190699909
the doctor's	10.0	0.0001470026166465763	-0.0006468894190699909
say ,	10.0	0.0001470026166465763	0.0013055451604891994
the great	10.0	0.0001470026166465763	-0.0006468894190699909
no longer	10.0	0.0001470026166465763	0.0006905090009498939
against the	10.0	0.0001470026166465763	0.0014831452909301664
make a	10.0	0.0001470026166465763	0.0011807405773804143
after the	10.0	0.0001470026166465763	0.001071379810206993
new york	10.0	0.0001470026166465763	0.0011977092357922825
his hands	10.0	0.0001470026166465763	1.5778442843554355e-05
must have	10.0	0.0001470026166465763	0.0011487133020582835
ready to	10.0	0.0001470026166465763	0.0016467278471658364
and we	10.0	0.0001470026166465763	-0.000323716043029095
and to	10.0	0.0001470026166465763	-0.000323716043029095
night ,	10.0	0.0001470026166465763	0.0011644247238562608
, even	10.0	0.0001470026166465763	-0.0006311653340816714
asked ,	10.0	0.0001470026166465763	0.0011891400576370139
the rest	10.0	0.0001470026166465763	-0.0006468894190699909
here ''	10.0	0.0001470026166465763	0.001046422030068072
oh ,	10.0	0.0001470026166465763	0.0015373670799924152
, all	10.0	0.0001470026166465763	-0.0006311653340816714
all of	10.0	0.0001470026166465763	0.0005824593936831848
do .	10.0	0.0001470026166465763	0.0009168913825550677
was on	10.0	0.0001470026166465763	-0.00011847150163411287
was so	10.0	0.0001470026166465763	-0.00011847150163411287
the telephone	10.0	0.0001470026166465763	-0.0006468894190699909
or a	10.0	0.0001470026166465763	0.0006626437068705421
they did	10.0	0.0001470026166465763	0.0004111543882876785
the morning	10.0	0.0001470026166465763	-0.0006468894190699909
. before	10.0	0.0001470026166465763	-0.0006294205356852284
between the	10.0	0.0001470026166465763	0.0016998170323720284
she saw	10.0	0.0001470026166465763	0.00028140982471126774
he couldn't	10.0	0.0001470026166465763	-0.0001954160343640912
out into	10.0	0.0001470026166465763	0.000551170751359322
the bed	10.0	0.0001470026166465763	-0.0006468894190699909
knew that	10.0	0.0001470026166465763	0.0011189354712767643
back ,	10.0	0.0001470026166465763	0.0008784989708859575
the day	10.0	0.0001470026166465763	-0.0006468894190699909
let me	10.0	0.0001470026166465763	0.0013284783072275857
the boy	10.0	0.0001470026166465763	-0.0006468894190699909
, however	10.0	0.0001470026166465763	-0.0006311653340816714
morning ,	10.0	0.0001470026166465763	0.0013653850435001458
`` but	10.0	0.0001470026166465763	6.794384169081345e-05
behind the	10.0	0.0001470026166465763	0.0012630937715099341
got to	10.0	0.0001470026166465763	0.0011807405773804143
water .	10.0	0.0001470026166465763	0.0012837886022779928
take the	10.0	0.0001470026166465763	0.0011807405773804143
hand .	10.0	0.0001470026166465763	0.0011807405773804143
over his	10.0	0.0001470026166465763	0.0008867353440872618
that i	10.0	0.0001470026166465763	0.00015541320407994288
he wanted	10.0	0.0001470026166465763	-0.0001954160343640912
look at	10.0	0.0001470026166465763	0.0012433618466992627
his father	10.0	0.0001470026166465763	1.5778442843554355e-05
head ,	10.0	0.0001470026166465763	0.001156496270735316
house .	10.0	0.0001470026166465763	0.0010525251553927411
it up	10.0	0.0001470026166465763	0.00013022243305789465
`` that	10.0	0.0001470026166465763	6.794384169081345e-05
and all	10.0	0.0001470026166465763	-0.000323716043029095
! he	10.0	0.0001470026166465763	0.0004523950102345624
it seemed	10.0	0.0001470026166465763	0.00013022243305789465
the wall	10.0	0.0001470026166465763	-0.0006468894190699909
, just	10.0	0.0001470026166465763	-0.0006311653340816714
i guess	10.0	0.0001470026166465763	0.00020324546111130385
but she	9.0	0.00013230235498191866	0.0003699590863090546
an old	9.0	0.00013230235498191866	0.0006060899548952021
bed ,	9.0	0.00013230235498191866	0.0012714578599746663
turned to	9.0	0.00013230235498191866	0.0011076914032140028
. hans	9.0	0.00013230235498191866	-0.0005865888493440223
went on	9.0	0.00013230235498191866	0.0008754965382719208
he found	9.0	0.00013230235498191866	-0.00019598479815499884
is the	9.0	0.00013230235498191866	0.0006281906281689664
door ,	9.0	0.00013230235498191866	0.0010737362427524191
but there	9.0	0.00013230235498191866	0.0003699590863090546
was all	9.0	0.00013230235498191866	-0.00012673471869801834
they went	9.0	0.00013230235498191866	0.00034992858223159383
made him	9.0	0.00013230235498191866	0.0009805155419798342
the hen	9.0	0.00013230235498191866	-0.0006023108443903084
it with	9.0	0.00013230235498191866	9.70898225247884e-05
street .	9.0	0.00013230235498191866	0.0012714578599746663
the edge	9.0	0.00013230235498191866	-0.0006023108443903084
but when	9.0	0.00013230235498191866	0.0003699590863090546
himself ,	9.0	0.00013230235498191866	0.0009271622726261501
could have	9.0	0.00013230235498191866	0.0005874646072039492
into his	9.0	0.00013230235498191866	0.0006358512980088854
the hotel	9.0	0.00013230235498191866	-0.0006023108443903084
close to	9.0	0.00013230235498191866	0.001485087774963595
, because	9.0	0.00013230235498191866	-0.0005881591679008211
opened the	9.0	0.00013230235498191866	0.001461944695221936
. kate	9.0	0.00013230235498191866	-0.0005865888493440223
that she	9.0	0.00013230235498191866	0.00011976151644463182
had ever	9.0	0.00013230235498191866	2.7699371653441323e-05
the air	9.0	0.00013230235498191866	-0.0006023108443903084
and so	9.0	0.00013230235498191866	-0.00031145480595350225
, after	9.0	0.00013230235498191866	-0.0005881591679008211
and at	9.0	0.00013230235498191866	-0.00031145480595350225
this is	9.0	0.00013230235498191866	0.0005697058748743448
in front	9.0	0.00013230235498191866	-8.225257633657609e-05
that night	9.0	0.00013230235498191866	0.00011976151644463182
in all	9.0	0.00013230235498191866	-8.225257633657609e-05
the bank	9.0	0.00013230235498191866	-0.0006023108443903084
from a	9.0	0.00013230235498191866	0.00045934313264786315
was only	9.0	0.00013230235498191866	-0.00012673471869801834
he stood	9.0	0.00013230235498191866	-0.00019598479815499884
like this	9.0	0.00013230235498191866	0.0006281906281689664
uncle randolph	9.0	0.00013230235498191866	0.001485087774963595
asked .	9.0	0.00013230235498191866	0.0010501156846459954
for an	9.0	0.00013230235498191866	0.00024316901985543292
all his	9.0	0.00013230235498191866	0.0005041030870875495
had said	9.0	0.00013230235498191866	2.7699371653441323e-05
the hut	9.0	0.00013230235498191866	-0.0006023108443903084
. once	9.0	0.00013230235498191866	-0.0005865888493440223
be .	9.0	0.00013230235498191866	0.00042666893510824583
. he's	9.0	0.00013230235498191866	-0.0005865888493440223
. rachel	9.0	0.00013230235498191866	-0.0005865888493440223
along the	9.0	0.00013230235498191866	0.0013812787370954612
men ,	9.0	0.00013230235498191866	0.0009056498826894603
was at	9.0	0.00013230235498191866	-0.00012673471869801834
heard the	9.0	0.00013230235498191866	0.0011650607179365601
you can	9.0	0.00013230235498191866	0.0003897429899817019
eyes ,	9.0	0.00013230235498191866	0.0009742055817414162
the new	9.0	0.00013230235498191866	-0.0006023108443903084
during the	9.0	0.00013230235498191866	0.0015360625699385037
the colonel	9.0	0.00013230235498191866	-0.0006023108443903084
you .	9.0	0.00013230235498191866	0.0003897429899817019
the apartment	9.0	0.00013230235498191866	-0.0006023108443903084
and with	9.0	0.00013230235498191866	-0.00031145480595350225
back .	9.0	0.00013230235498191866	0.0007705387065700449
. that's	9.0	0.00013230235498191866	-0.0005865888493440223
the one	9.0	0.00013230235498191866	-0.0006023108443903084
the sky	9.0	0.00013230235498191866	-0.0006023108443903084
at this	9.0	0.00013230235498191866	0.00025917542455973144
too ,	9.0	0.00013230235498191866	0.0009742055817414162
know .	9.0	0.00013230235498191866	0.0008803595836908398
the table	9.0	0.00013230235498191866	-0.0006023108443903084
out in	9.0	0.00013230235498191866	0.000475943308996073
out to	9.0	0.00013230235498191866	0.000475943308996073
looking at	9.0	0.00013230235498191866	0.0013812787370954612
, mrs.	9.0	0.00013230235498191866	-0.0005881591679008211
he is	9.0	0.00013230235498191866	-0.00019598479815499884
if it	9.0	0.00013230235498191866	0.0006912736450720832
of us	9.0	0.00013230235498191866	-0.00022815361858411707
mind .	9.0	0.00013230235498191866	0.0012326029370051126
of some	9.0	0.00013230235498191866	-0.00022815361858411707
that a	9.0	0.00013230235498191866	0.00011976151644463182
were the	9.0	0.00013230235498191866	0.0004513061220521594
on it	9.0	0.00013230235498191866	0.00021133859903223567
up in	9.0	0.00013230235498191866	0.0005384832575049255
went into	9.0	0.00013230235498191866	0.0008754965382719208
time he	9.0	0.00013230235498191866	0.0007742270821505837
who was	9.0	0.00013230235498191866	0.0007422484400469918
of that	9.0	0.00013230235498191866	-0.00022815361858411707
some of	9.0	0.00013230235498191866	0.0008257317091367916
at least	9.0	0.00013230235498191866	0.00025917542455973144
under the	9.0	0.00013230235498191866	0.0013147203946098328
years ,	9.0	0.00013230235498191866	0.0010989152948020194
; it	9.0	0.00013230235498191866	0.0006084833414364381
edge of	9.0	0.00013230235498191866	0.0016645087947505513
they all	9.0	0.00013230235498191866	0.00034992858223159383
back in	9.0	0.00013230235498191866	0.0007705387065700449
felt the	8.0	0.00011760209331726105	0.0008630895775719275
about to	8.0	0.00011760209331726105	0.0004962012655128146
him with	8.0	0.00011760209331726105	0.00022346406193774602
the news	8.0	0.00011760209331726105	-0.0005553709531123844
, since	8.0	0.00011760209331726105	-0.0005427916851217289
. since	8.0	0.00011760209331726105	-0.0005413958464045743
, what	8.0	0.00011760209331726105	-0.0005427916851217289
his body	8.0	0.00011760209331726105	-2.5236663581548153e-05
old ,	8.0	0.00011760209331726105	0.0007455883846185245
didn't know	8.0	0.00011760209331726105	0.0008873375987318613
he might	8.0	0.00011760209331726105	-0.0001941922453476646
a very	8.0	0.00011760209331726105	-0.0002021405991714915
i did	8.0	0.00011760209331726105	0.00012473695103265147
once ,	8.0	0.00011760209331726105	0.0009273046704849704
that is	8.0	0.00011760209331726105	8.647114540756266e-05
what is	8.0	0.00011760209331726105	0.0004676695167762413
day .	8.0	0.00011760209331726105	0.0008936803612286171
back and	8.0	0.00011760209331726105	0.0006649397588523744
might have	8.0	0.00011760209331726105	0.0009568300595030186
do with	8.0	0.00011760209331726105	0.0006956536881876625
`` i'll	8.0	0.00011760209331726105	1.649565549625912e-05
well ''	8.0	0.00011760209331726105	0.0008873375987318613
what about	8.0	0.00011760209331726105	0.0004676695167762413
why ,	8.0	0.00011760209331726105	0.0009726155993515557
i thought	8.0	0.00011760209331726105	0.00012473695103265147
don't care	8.0	0.00011760209331726105	0.0008244251097741131
the snow	8.0	0.00011760209331726105	-0.0005553709531123844
living room	8.0	0.00011760209331726105	0.0012795228598762776
than a	8.0	0.00011760209331726105	0.0009344486799033737
the little	8.0	0.00011760209331726105	-0.0005553709531123844
and asked	8.0	0.00011760209331726105	-0.00029683225227966766
off .	8.0	0.00011760209331726105	0.0008296861130442639
where they	8.0	0.00011760209331726105	0.0007177916183589618
before him	8.0	0.00011760209331726105	0.0007333956508944503
and on	8.0	0.00011760209331726105	-0.00029683225227966766
, almost	8.0	0.00011760209331726105	-0.0005427916851217289
of all	8.0	0.00011760209331726105	-0.0002227867523957697
the kid's	8.0	0.00011760209331726105	-0.0005553709531123844
floor .	8.0	0.00011760209331726105	0.001260127414560199
the words	8.0	0.00011760209331726105	-0.0005553709531123844
was his	8.0	0.00011760209331726105	-0.00013263661916368194
she could	8.0	0.00011760209331726105	0.00018726844191262258
the east	8.0	0.00011760209331726105	-0.0005553709531123844
was like	8.0	0.00011760209331726105	-0.00013263661916368194
`` don't	8.0	0.00011760209331726105	1.649565549625912e-05
too much	8.0	0.00011760209331726105	0.0008459769812269266
out a	8.0	0.00011760209331726105	0.000403077183231066
of which	8.0	0.00011760209331726105	-0.0002227867523957697
-- he	8.0	0.00011760209331726105	0.0004864216862339743
and said	8.0	0.00011760209331726105	-0.00029683225227966766
on .	8.0	0.00011760209331726105	0.00016787299659654388
life .	8.0	0.00011760209331726105	0.0009492043922128937
. bobby	8.0	0.00011760209331726105	-0.0005413958464045743
as i	8.0	0.00011760209331726105	0.00028144470461463584
away ,	8.0	0.00011760209331726105	0.0008811112237902352
around ,	8.0	0.00011760209331726105	0.0007944649636003025
his name	8.0	0.00011760209331726105	-2.5236663581548153e-05
i can	8.0	0.00011760209331726105	0.00012473695103265147
was gone	8.0	0.00011760209331726105	-0.00013263661916368194
home ,	8.0	0.00011760209331726105	0.0009001439454868964
he heard	8.0	0.00011760209331726105	-0.0001941922453476646
you ,	8.0	0.00011760209331726105	0.00032645467744051384
. still	8.0	0.00011760209331726105	-0.0005413958464045743
after all	8.0	0.00011760209331726105	0.000819244430309203
which ,	8.0	0.00011760209331726105	0.0006052551459700569
and looked	8.0	0.00011760209331726105	-0.00029683225227966766
the way	8.0	0.00011760209331726105	-0.0005553709531123844
he has	8.0	0.00011760209331726105	-0.0001941922453476646
before he	8.0	0.00011760209331726105	0.0007333956508944503
it for	8.0	0.00011760209331726105	6.631852858992407e-05
not be	8.0	0.00011760209331726105	0.00028998170616651066
-- the	8.0	0.00011760209331726105	0.0004864216862339743
she thought	8.0	0.00011760209331726105	0.00018726844191262258
`` we	8.0	0.00011760209331726105	1.649565549625912e-05
piece of	8.0	0.00011760209331726105	0.0013219942080412313
not to	8.0	0.00011760209331726105	0.00028998170616651066
gone .	8.0	0.00011760209331726105	0.0011102012285453713
hand ,	8.0	0.00011760209331726105	0.0009067330440479399
him that	8.0	0.00011760209331726105	0.00022346406193774602
his lips	8.0	0.00011760209331726105	-2.5236663581548153e-05
out on	8.0	0.00011760209331726105	0.000403077183231066
because he	8.0	0.00011760209331726105	0.0009807925712530467
there is	8.0	0.00011760209331726105	0.00041224876624129474
think of	8.0	0.00011760209331726105	0.0009646310447581148
to put	8.0	0.00011760209331726105	-0.00024247352315805043
what i	8.0	0.00011760209331726105	0.0004676695167762413
found the	8.0	0.00011760209331726105	0.0009726155993515557
the living	8.0	0.00011760209331726105	-0.0005553709531123844
to it	8.0	0.00011760209331726105	-0.00024247352315805043
his mouth	8.0	0.00011760209331726105	-2.5236663581548153e-05
as an	8.0	0.00011760209331726105	0.00028144470461463584
it to	8.0	0.00011760209331726105	6.631852858992407e-05
the back	8.0	0.00011760209331726105	-0.0005553709531123844
but that	8.0	0.00011760209331726105	0.00030886898528704966
came out	8.0	0.00011760209331726105	0.0007102506877189596
. wilson	8.0	0.00011760209331726105	-0.0005413958464045743
the village	8.0	0.00011760209331726105	-0.0005553709531123844
have a	8.0	0.00011760209331726105	0.0005001934046604848
about his	8.0	0.00011760209331726105	0.0004962012655128146
i could	8.0	0.00011760209331726105	0.00012473695103265147
to speak	8.0	0.00011760209331726105	-0.00024247352315805043
, an	8.0	0.00011760209331726105	-0.0005427916851217289
the hell	8.0	0.00011760209331726105	-0.0005553709531123844
at that	8.0	0.00011760209331726105	0.00021039461928765125
. by	8.0	0.00011760209331726105	-0.0005413958464045743
a time	8.0	0.00011760209331726105	-0.0002021405991714915
of god	8.0	0.00011760209331726105	-0.0002227867523957697
`` why	8.0	0.00011760209331726105	1.649565549625912e-05
good .	8.0	0.00011760209331726105	0.000851585834772187
each other	7.0	0.00010290183165260341	0.0008688492109017638
had ,	7.0	0.00010290183165260341	-1.5765169540661918e-05
in and	7.0	0.00010290183165260341	-0.00010128335131067547
